TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,2023-03-12,21:30,21:59,0.63,kWh,$0.08,
Electric usage,2023-03-12,22:00,22:29,0.74,kWh,$0.09,
Electric usage,2023-03-12,22:30,22:59,0.48,kWh,$0.06,
Electric usage,2023-03-12,23:00,23:29,0.12,kWh,$0.01,
Electric usage,2023-03-12,23:30,23:59,0.17,kWh,$0.02,
Electric usage,2023-03-13,00:00,00:29,0.12,kWh,$0.01,
Electric usage,2023-03-13,00:30,00:59,0.14,kWh,$0.02,
Electric usage,2023-03-13,01:00,01:29,0.08,kWh,$0.01,
Electric usage,2023-03-13,01:30,01:59,0.09,kWh,$0.01,
Electric usage,2023-03-13,02:00,02:29,0.11,kWh,$0.01,
Electric usage,2023-03-13,02:30,02:59,0.06,kWh,$0.01,
Electric usage,2023-03-13,03:00,03:29,0.13,kWh,$0.02,
Electric usage,2023-03-13,03:30,03:59,0.05,kWh,$0.01,
Electric usage,2023-03-13,04:00,04:29,0.12,kWh,$0.02,
Electric usage,2023-03-13,04:30,04:59,0.06,kWh,$0.01,
Electric usage,2023-03-13,05:00,05:29,0.10,kWh,$0.01,
Electric usage,2023-03-13,05:30,05:59,1.50,kWh,$0.19,
Electric usage,2023-03-13,06:00,06:29,5.04,kWh,$0.64,
Electric usage,2023-03-13,06:30,06:59,0.18,kWh,$0.02,
Electric usage,2023-03-13,07:00,07:29,6.87,kWh,$0.87,
Electric usage,2023-03-13,07:30,07:59,5.01,kWh,$0.63,
Electric usage,2023-03-13,08:00,08:29,5.06,kWh,$0.64,
Electric usage,2023-03-13,08:30,08:59,3.11,kWh,$0.39,
Electric usage,2023-03-13,09:00,09:29,4.62,kWh,$0.59,
Electric usage,2023-03-13,09:30,09:59,3.33,kWh,$0.42,
Electric usage,2023-03-13,10:00,10:29,2.98,kWh,$0.38,
Electric usage,2023-03-13,10:30,10:59,4.91,kWh,$0.62,
Electric usage,2023-03-13,11:00,11:29,2.35,kWh,$0.30,
Electric usage,2023-03-13,11:30,11:59,4.12,kWh,$0.52,
Electric usage,2023-03-13,12:00,12:29,2.70,kWh,$0.34,
Electric usage,2023-03-13,12:30,12:59,4.29,kWh,$0.54,
Electric usage,2023-03-13,13:00,13:29,2.62,kWh,$0.33,
Electric usage,2023-03-13,13:30,13:59,3.40,kWh,$0.43,
Electric usage,2023-03-13,14:00,14:29,2.06,kWh,$0.26,
Electric usage,2023-03-13,14:30,14:59,3.16,kWh,$0.40,
Electric usage,2023-03-13,15:00,15:29,3.85,kWh,$0.49,
Electric usage,2023-03-13,15:30,15:59,3.39,kWh,$0.43,
Electric usage,2023-03-13,16:00,16:29,2.46,kWh,$0.31,
Electric usage,2023-03-13,16:30,16:59,2.50,kWh,$0.32,
Electric usage,2023-03-13,17:00,17:29,3.16,kWh,$0.40,
Electric usage,2023-03-13,17:30,17:59,3.90,kWh,$0.49,
Electric usage,2023-03-13,18:00,18:29,2.67,kWh,$0.34,
Electric usage,2023-03-13,18:30,18:59,2.51,kWh,$0.32,
Electric usage,2023-03-13,19:00,19:29,2.60,kWh,$0.33,
Electric usage,2023-03-13,19:30,19:59,2.56,kWh,$0.32,
Electric usage,2023-03-13,20:00,20:29,2.27,kWh,$0.29,
Electric usage,2023-03-13,20:30,20:59,2.66,kWh,$0.34,
Electric usage,2023-03-13,21:00,21:29,0.19,kWh,$0.02,
Electric usage,2023-03-13,21:30,21:59,0.46,kWh,$0.06,
Electric usage,2023-03-13,22:00,22:29,0.24,kWh,$0.03,
Electric usage,2023-03-13,22:30,22:59,0.20,kWh,$0.03,
Electric usage,2023-03-13,23:00,23:29,0.05,kWh,$0.01,
Electric usage,2023-03-13,23:30,23:59,0.14,kWh,$0.02,
Electric usage,2023-03-14,00:00,00:29,0.06,kWh,$0.01,
Electric usage,2023-03-14,00:30,00:59,0.11,kWh,$0.01,
Electric usage,2023-03-14,01:00,01:29,0.08,kWh,$0.01,
Electric usage,2023-03-14,01:30,01:59,0.09,kWh,$0.01,
Electric usage,2023-03-14,02:00,02:29,0.10,kWh,$0.01,
Electric usage,2023-03-14,02:30,02:59,0.07,kWh,$0.01,
Electric usage,2023-03-14,03:00,03:29,0.11,kWh,$0.01,
Electric usage,2023-03-14,03:30,03:59,0.05,kWh,$0.01,
Electric usage,2023-03-14,04:00,04:29,0.12,kWh,$0.02,
Electric usage,2023-03-14,04:30,04:59,0.05,kWh,$0.01,
Electric usage,2023-03-14,05:00,05:29,0.13,kWh,$0.02,
Electric usage,2023-03-14,05:30,05:59,0.05,kWh,$0.01,
Electric usage,2023-03-14,06:00,06:29,0.11,kWh,$0.01,
Electric usage,2023-03-14,06:30,06:59,0.08,kWh,$0.01,
Electric usage,2023-03-14,07:00,07:29,8.19,kWh,$1.04,
Electric usage,2023-03-14,07:30,07:59,5.83,kWh,$0.74,
Electric usage,2023-03-14,08:00,08:29,5.71,kWh,$0.72,
Electric usage,2023-03-14,08:30,08:59,4.70,kWh,$0.60,
Electric usage,2023-03-14,09:00,09:29,4.85,kWh,$0.61,
Electric usage,2023-03-14,09:30,09:59,4.88,kWh,$0.62,
Electric usage,2023-03-14,10:00,10:29,3.50,kWh,$0.44,
Electric usage,2023-03-14,10:30,10:59,5.00,kWh,$0.63,
Electric usage,2023-03-14,11:00,11:29,3.89,kWh,$0.49,
Electric usage,2023-03-14,11:30,11:59,3.04,kWh,$0.38,
Electric usage,2023-03-14,12:00,12:29,2.51,kWh,$0.32,
Electric usage,2023-03-14,12:30,12:59,3.28,kWh,$0.42,
Electric usage,2023-03-14,13:00,13:29,4.78,kWh,$0.61,
Electric usage,2023-03-14,13:30,13:59,2.45,kWh,$0.31,
Electric usage,2023-03-14,14:00,14:29,2.89,kWh,$0.37,
Electric usage,2023-03-14,14:30,14:59,3.33,kWh,$0.42,
Electric usage,2023-03-14,15:00,15:29,3.39,kWh,$0.43,
Electric usage,2023-03-14,15:30,15:59,2.52,kWh,$0.32,
Electric usage,2023-03-14,16:00,16:29,2.82,kWh,$0.36,
Electric usage,2023-03-14,16:30,16:59,3.38,kWh,$0.43,
Electric usage,2023-03-14,17:00,17:29,3.15,kWh,$0.40,
Electric usage,2023-03-14,17:30,17:59,3.04,kWh,$0.39,
Electric usage,2023-03-14,18:00,18:29,3.08,kWh,$0.39,
Electric usage,2023-03-14,18:30,18:59,3.48,kWh,$0.44,
Electric usage,2023-03-14,19:00,19:29,3.68,kWh,$0.47,
Electric usage,2023-03-14,19:30,19:59,2.56,kWh,$0.32,
Electric usage,2023-03-14,20:00,20:29,2.49,kWh,$0.32,
Electric usage,2023-03-14,20:30,20:59,2.55,kWh,$0.32,
Electric usage,2023-03-14,21:00,21:29,0.12,kWh,$0.01,
Electric usage,2023-03-14,21:30,21:59,0.07,kWh,$0.01,
Electric usage,2023-03-14,22:00,22:29,0.12,kWh,$0.02,
Electric usage,2023-03-14,22:30,22:59,0.05,kWh,$0.01,
Electric usage,2023-03-14,23:00,23:29,0.17,kWh,$0.02,
Electric usage,2023-03-14,23:30,23:59,0.09,kWh,$0.01,
Electric usage,2023-03-15,00:00,00:29,0.14,kWh,$0.02,
Electric usage,2023-03-15,00:30,00:59,0.10,kWh,$0.01,
Electric usage,2023-03-15,01:00,01:29,0.07,kWh,$0.01,
Electric usage,2023-03-15,01:30,01:59,0.12,kWh,$0.01,
Electric usage,2023-03-15,02:00,02:29,0.05,kWh,$0.01,
Electric usage,2023-03-15,02:30,02:59,0.13,kWh,$0.02,
Electric usage,2023-03-15,03:00,03:29,0.05,kWh,$0.01,
Electric usage,2023-03-15,03:30,03:59,0.12,kWh,$0.01,
Electric usage,2023-03-15,04:00,04:29,0.06,kWh,$0.01,
Electric usage,2023-03-15,04:30,04:59,0.10,kWh,$0.01,
Electric usage,2023-03-15,05:00,05:29,0.07,kWh,$0.01,
Electric usage,2023-03-15,05:30,05:59,0.09,kWh,$0.01,
Electric usage,2023-03-15,06:00,06:29,0.09,kWh,$0.01,
Electric usage,2023-03-15,06:30,06:59,0.07,kWh,$0.01,
Electric usage,2023-03-15,07:00,07:29,6.03,kWh,$0.76,
Electric usage,2023-03-15,07:30,07:59,6.50,kWh,$0.82,
Electric usage,2023-03-15,08:00,08:29,5.22,kWh,$0.66,
Electric usage,2023-03-15,08:30,08:59,6.32,kWh,$0.80,
Electric usage,2023-03-15,09:00,09:29,3.40,kWh,$0.43,
Electric usage,2023-03-15,09:30,09:59,4.81,kWh,$0.61,
Electric usage,2023-03-15,10:00,10:29,3.37,kWh,$0.43,
Electric usage,2023-03-15,10:30,10:59,2.96,kWh,$0.38,
Electric usage,2023-03-15,11:00,11:29,5.20,kWh,$0.66,
Electric usage,2023-03-15,11:30,11:59,2.77,kWh,$0.35,
Electric usage,2023-03-15,12:00,12:29,3.01,kWh,$0.38,
Electric usage,2023-03-15,12:30,12:59,3.18,kWh,$0.40,
Electric usage,2023-03-15,13:00,13:29,3.02,kWh,$0.38,
Electric usage,2023-03-15,13:30,13:59,2.75,kWh,$0.35,
Electric usage,2023-03-15,14:00,14:29,3.09,kWh,$0.39,
Electric usage,2023-03-15,14:30,14:59,2.55,kWh,$0.32,
Electric usage,2023-03-15,15:00,15:29,2.81,kWh,$0.36,
Electric usage,2023-03-15,15:30,15:59,2.58,kWh,$0.33,
Electric usage,2023-03-15,16:00,16:29,2.60,kWh,$0.33,
Electric usage,2023-03-15,16:30,16:59,2.64,kWh,$0.33,
Electric usage,2023-03-15,17:00,17:29,2.86,kWh,$0.36,
Electric usage,2023-03-15,17:30,17:59,2.24,kWh,$0.28,
Electric usage,2023-03-15,18:00,18:29,2.14,kWh,$0.27,
Electric usage,2023-03-15,18:30,18:59,2.53,kWh,$0.32,
Electric usage,2023-03-15,19:00,19:29,2.14,kWh,$0.27,
Electric usage,2023-03-15,19:30,19:59,3.07,kWh,$0.39,
Electric usage,2023-03-15,20:00,20:29,0.79,kWh,$0.10,
Electric usage,2023-03-15,20:30,20:59,1.94,kWh,$0.25,
Electric usage,2023-03-15,21:00,21:29,0.47,kWh,$0.06,
Electric usage,2023-03-15,21:30,21:59,0.34,kWh,$0.04,
Electric usage,2023-03-15,22:00,22:29,0.06,kWh,$0.01,
Electric usage,2023-03-15,22:30,22:59,0.14,kWh,$0.02,
Electric usage,2023-03-15,23:00,23:29,0.06,kWh,$0.01,
Electric usage,2023-03-15,23:30,23:59,0.11,kWh,$0.01,
Electric usage,2023-03-16,00:00,00:29,0.08,kWh,$0.01,
